id,title,url,description,organization
5dfa560c6f44417e5d601a3e,Bulletin d'estimation du risque d'avalanche,http://www.data.gouv.fr/fr/datasets/bulletin-destimation-du-risque-davalanche/,"Archive des bulletins d'estimation du risque d'avalanche, aux formats xml et pdf, pour les massifs des Alpes, des Pyrénées et de la Corse.

 

Fréquence de production: quotidienne a minima.

Format: Pdf ou Xml

Archive disponible à partir de mars 2016",Météo-France
5df7bb6a634f410f690ae7ea,Réseau de transport routier national métropolitain,http://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-national-metropolitain/,"Réseau de transport routier national métropolitain avec les attributs réunifiés des différentes publications du CERAM:

* Géométrie
* Nombre de voies
* Largeur de route
* Nature de voie
* Autorité responsable de la maintenance

Les jeux de données d'origines sont :

* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-route-france-metropolitaine/
* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-nombre-de-voies-france-metropolitaine/
* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-largeur-de-route-france-metropolitaine/
* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-nature-de-voie-france-metropolitaine/
* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-autorite-responsable-de-la-maintenance-france-metropolitaine/

Le jeu de données ""Autorité propriétaire"" à été ignoré, il n'apporte rien, l'ensemble du réseau routier national appartient à l'état:

* https://www.data.gouv.fr/fr/datasets/reseau-de-transport-routier-autorite-proprietaire-france-metropolitaine/",
5df10df38b4c416cb1e9273e,Consultation citoyenne en ligne sur les retraites,http://www.data.gouv.fr/fr/datasets/consultation-citoyenne-en-ligne-sur-les-retraites/,"Lancée le 3 octobre par le président de la République et pilotée par Jean-Paul Delevoye, haut-commissaire aux Retraites, la « consultation citoyenne en ligne sur les retraites » a permis à chacun de s’informer et d’exprimer ses interrogations, ses espoirs et ses inquiétudes concernant le futur système universel de retraites jusqu'au 8 décembre 2019. 

Cette consultation s'articulait autour de trois modules :
- un questionnaire rapide pour s’exprimer en quelques minutes sur les priorités et les solutions proposées pour le futur système universel ; 
- un module présentant les principales préconisations du haut-commissaire et permettant à tous de donner un avis ; 
- un module de questions/réponses pour permettre chaque semaine à Jean-Paul Delevoye de répondre aux 5 questions les plus soutenues.",
5dee60336f444152030d1a92,L’ordre des médecins,http://www.data.gouv.fr/fr/datasets/lordre-des-medecins/,"Après l’ordre des chirurgiens-dentistes en 2016 et celui des masseurs kinésithérapeutes en 2017, la Cour des comptes a contrôlé le conseil national de l’ordre des médecins (CNOM), 46 conseils départementaux (sur 101) et les 24 conseils régionaux.
Créé en 1945, l’ordre des médecins est un organisme privé chargé d’une mission de service public. Son rôle est de veiller au respect, par les praticiens, des règles de déontologie et de défendre l’indépendance et l’honneur de la profession.
Il dispose de ressources annuelles d’environ 85 M€, provenant des cotisations obligatoires de quelque 300 000 médecins, de réserves de 152 M€ et d’un patrimoine évalué à 110 M€.
L’ordre n’a que marginalement tenu compte des recommandations formulées par la Cour en 2012 à l’issue de son précédent contrôle : il reste marqué par des problèmes de gouvernance, de sérieuses défaillances de gestion, des insuffisances persistantes dans l’exercice de ses missions et un manque de rigueur dans le traitement des plaintes des patients.",Cour des comptes
5dea75dc8b4c41772c902acf,Quartiers de reconquête Républicaine,http://www.data.gouv.fr/fr/datasets/quartiers-de-reconquete-republicaine/,Liste des Quartiers de Reconquête Républicaine annoncés depuis 2018 à date du 1er juillet 2019,
5de92dbd6f44411868d3da29,Prix et surface des terrains constructibles en France en 2018 selon la région,http://www.data.gouv.fr/fr/datasets/prix-et-surface-des-terrains-constructibles-en-france-en-2018-selon-la-region/,"Le prix de vente d'un terrain constructible peut varier en fonction de la région dans laquelle il se trouve. Ce tableau résume le prix et et la surface moyenne des terrains constructibles en France métropolitaine en 2018 selon la région.

Données disponibles à tout moment sur [Vendreaunpromoteur.com](https://vendreaunpromoteur.com)",Vendre à un promoteur
5de8f397634f4164071119c5,Fichier des personnes décédées,http://www.data.gouv.fr/fr/datasets/fichier-des-personnes-decedees/,"L'Insee reçoit des communes les décès enregistrés.
Selon l'avis de la Cada du 17 mai 2019 : Le fichier des personnes décédées étant établi par l’INSEE dans le cadre de ses missions de service public, il constitue, à ce titre, un document administratif. Ne contenant pas de mentions relatives à la vie privée, il est communicable à toute personne qui en fait la demande et publiable en ligne en application des dispositions des articles L311-9 et L312-1-1 du code des relations entre le public et l’administration, sans occultation puisqu’il ne comporte pas de données personnelles. Il est également réutilisable dans les conditions prévues par le titre II de ce livre, les finalités d’un traitement ne faisant pas obstacle à la réutilisation des informations publiques dans les conditions prévues par le code des relations entre le public et l’administration.

Les fichiers des personnes décédées sont disponibles depuis 1970. Pour les années 1970 à l'année précédent l'année en cours, les fichiers sont annuels. Pour l'année en cours, les fichiers sont mensuels et trimestriels.
Chaque fichier mensuel comprend tous les décès portés à la connaissance de l’Insee sur la période ; il peut contenir des données relatives à un décès survenu antérieurement si l’information est parvenue tardivement à l’Insee. Les fichiers trimestriels concatènent les trois fichiers mensuels et les fichiers annuels l’ensemble des fichiers de l’année. 

_L’Insee ne peut garantir que les fichiers des personnes décédées sont exempts d’omissions ou d’erreurs ; il ne saurait encourir aucune responsabilité quant à l’utilisation faite des informations contenues dans ces fichiers.
En particulier, les informations contenues dans ces fichiers ne peuvent en aucun cas être utilisées dans un but de certification du statut vital des personnes_.

**Contenu du fichier**
Chaque enregistrement est relatif à une personne décédée et comporte les zones suivantes :
- le nom de famille
- les prénoms
- le sexe
- la date de naissance
- le code du lieu de naissance
- la localité de naissance en clair (pour les personnes nées en France ou dans les DOM/TOM/COM)
- le libellé de pays de naissance en clair (pour les personnes nées à l'étranger)
- la date du décès
- le code du lieu de décès
- le numéro d'acte de décès 



**Dessin d'enregistrement**
Le fichier est fourni au format txt

_Nom et Prénom_   - Longueur : 80 - Position : 1-80  - Type : Alphanumérique
       La forme générale est NOM*PRENOMS

_Sexe_              - Longueur : 1  - Position : 81    - Type : Numérique
       1 = Masculin; 2 = féminin

_Date de naissance_ - Longueur : 8  - Position : 82-89 - Type : Numérique
    Forme : AAAAMMJJ - AAAA=0000 si année inconnue; MM=00 si mois inconnu; JJ=00 si jour inconnu

_Code du lieu de naissance_ - Longueur : 5  - Position : 90-94 - Type : Alphanumérique
    Code Officiel Géographique en vigueur au moment de la prise en compte du décès

_Commune de naissance en clair_ - Longueur : 30  - Position : 95-124 - Type : Alphanumérique

_DOM/TOM/COM/Pays de naissance en clair_ - Longueur : 30  - Position : 125-154 - Type : Alphanumérique

_Date de décès_         - Longueur : 8  - Position : 155-162 - Type : Numérique
    Forme : AAAAMMJJ - AAAA=0000 si année inconnue; MM=00 si mois inconnu; JJ=00 si jour inconnu

_Code du lieu de décès_ - Longueur : 5  - Position : 163-167 - Type : Alphanumérique
    Code Officiel Géographique en vigueur au moment de la prise en compte du décès

_Numéro d'acte de décès_ - Longueur : 9  - Position : 168-176 - Type : Alphanumérique
                 ",Institut National de la Statistique et des Etudes Economiques (Insee)
5de7cd28634f417a03be4f01,Synthèse des délibérations du 13 novembre 2019,http://www.data.gouv.fr/fr/datasets/synthese-des-deliberations-du-13-novembre-2019/,Présentation des délibérations du conseil municipal ,Commune de Champagne-sur-Seine
5ddf9ba06f4441577416a720,Inventaires du Catalogue général des manuscrits,http://www.data.gouv.fr/fr/datasets/inventaires-du-catalogue-general-des-manuscrits/,"**Ce jeu de données comprend les inventaires en XML EAD extraits du Catalogue général des manuscrits (CGM).**

### Description du Catalogue général des manuscrits (CGM)

Le CGM comprend la description des manuscrits et fonds d’archives des bibliothèques publiques, hors BnF et bibliothèques de l’Enseignement supérieur.

Le CGM constitue l'un des trois catalogues en ligne français de manuscrits avec BnF-Archives et manuscrits (pour la BnF) et Calames (pour les établissements de l'Enseignement supérieur).

Après le chargement initial, issu de la rétroconversion des volumes imprimés du Catalogue général des manuscrits des bibliothèques publiques françaises (CGMBPF), plusieurs institutions ont rejoint le CGM et participent à son enrichissement.

Depuis janvier 2019, le CGM est directement mis à jour par les établissements, à l'aide de l'outil TapIR développé par la BnF.

La localisation de plusieurs inventaires est actuellement incertaine du fait de l'ancienneté du recensement, débuté au XIXème siècle. Ces inventaires sont répertoriés dans le fichier d'accompagnement par la mention ""A compléter"" indiqué dans les colonnes ""Département"" et ""Ville"".

### Description du jeu de données

Le CGM est présenté sous la forme de 983 fichiers XML EAD et d'un fichier correspondant à la DTD EAD archivés sous la forme d'un fichier 7z de 43,6 Mo (483 Mo une fois les fichiers décompressés).

Chaque fichier est nommé de la manière suivante :

- Un préfixe : FRCGMBPF (inventaires du CGMBPF), FRCGMNOV (nouveaux inventaires créés avec TapIR) ou FRCGMSUP (suppléments au CGMBPF),
- Le n° RCR de l'institution de conservation, constitué de 9 chiffres (les 2 premiers chiffres correspondent au numéro du département, les 3 suivants au code INSEE de la commune dans laquelle est situé l’équipement, les 2 suivants au type de bibliothèque, et les 2 derniers au numéro séquentiel),
- Le n° d'inventaire au sein de l'institution. La lettre située à la fin d'un fichier permet de savoir si un inventaire a dû être découpé en plusieurs fichiers, pour des questions de taille. Les fichiers FRCGMBPF-693836101-01a à FRCGMBPF-693836101-01f correspondent ainsi à un seul inventaire découpé en 6 parties.

### Pour en savoir plus

- Sur le calogue général des manuscrits : [https://www.bnf.fr/fr/la-mise-jour-du-catalogue-general-des-manuscrits-cgm-du-ccfr](https://www.bnf.fr/fr/la-mise-jour-du-catalogue-general-des-manuscrits-cgm-du-ccfr)
- Sur l'EAD : [https://www.bnf.fr/fr/ead-encoded-archival-description](https://www.bnf.fr/fr/ead-encoded-archival-description)

Les n° RCR des établissements de conservation peuvent être trouvés dans le Répertoire du CCFr : [https://ccfr.bnf.fr/portailccfr/jsp/public/index.jsp?action=public_formsearch_institution](https://ccfr.bnf.fr/portailccfr/jsp/public/index.jsp?action=public_formsearch_institution)",Bibliothèque nationale de France
5ddbeda7634f4137499f7102,"Consultation ""Vers un Revenu universel d'activité"" ",http://www.data.gouv.fr/fr/datasets/consultation-vers-un-revenu-universel-dactivite/,"La consultation ""Vers un revenu universel d'activité"" a invité les citoyens à s'exprimer sur le futur revenu universel d'activité, du 9 octobre au 20 novembre 2019.
En s'exprimant sur les principes et les objectifs du futur revenu universel d'activité, en proposant leurs idées, ils ont participé à l'élaboration du projet de loi qui sera déposé au Parlement dans le courant de l'année 2020. 
Le revenu universel d’activité est un élément majeur de la stratégie nationale de prévention et de lutte contre la pauvreté, présentée par le président de la République en septembre 2018. ",
5dd552886f44416deb02c2f2,Liste des crèches de la ville de Fort-de-France,http://www.data.gouv.fr/fr/datasets/liste-des-creches-de-la-ville-de-fort-de-france/,"Ce fichier contient la liste des crèches de la ville de Fort-de-France, ainsi que leur adresse.",VILLE DE FORT-DE-FRANCE
5dd54fb26f4441686ad210c7,Liste des activités du SERMAC,http://www.data.gouv.fr/fr/datasets/liste-des-activites-du-sermac/,Ce fichier contient la liste des activités proposées par le Sermac.,VILLE DE FORT-DE-FRANCE
5dd54e116f4441636deed758,Compte administratif tous budget confondus de 2014 à 2018 de la ville de Fort-de-France,http://www.data.gouv.fr/fr/datasets/compte-administratif-tous-budget-confondus-de-2014-a-2018-de-la-ville-de-fort-de-france/,"Ce fichier contient l’ensemble des réalisations budgétaires des années 2014,2015,2016,2017,2018 de la ville de Fort-de-France.",VILLE DE FORT-DE-FRANCE
5dd54c436f4441608124bf41,Budgets primitifs tous budgets confondus de la ville de Fort-de-France,http://www.data.gouv.fr/fr/datasets/budgets-primitifs-tous-budgets-confondus-de-la-ville-de-fort-de-france/,"Ce fichier contient l’ensemble des prévisions budgétaires par chapitre des années 2015, 2016, 2017,2018 et 2019 de la ville de Fort-de-France.",VILLE DE FORT-DE-FRANCE
5dd54af86f44415d81e8c70a,Liste des garderies scolaires de la ville de Fort-de-France,http://www.data.gouv.fr/fr/datasets/liste-des-garderies-scolaires-de-la-ville-de-fort-de-france/,Ce fichier contient la liste des garderies scolaires de la ville de Fort-de-France.,VILLE DE FORT-DE-FRANCE
5dd54a2b6f44415af69db8b9,Liste des restaurants scolaires de la ville de Fort-de-france,http://www.data.gouv.fr/fr/datasets/liste-des-restaurants-scolaires-de-la-ville-de-fort-de-france/,Ce fichier contient la liste des restaurants scolaires de la ville de Fort-de-France,VILLE DE FORT-DE-FRANCE
5dd5483c6f44415712a2c459,Liste des écoles de la ville de Fort-de-France,http://www.data.gouv.fr/fr/datasets/liste-des-ecoles-de-la-ville-de-fort-de-france/,"Ce fichier contient la liste des écoles primaires de Fort-de-France, ainsi que leur adresse.",VILLE DE FORT-DE-FRANCE
5dd1b01d8b4c413da2ab0a9d,Taux de réponse à la Commission d'accès aux documents administratifs,http://www.data.gouv.fr/fr/datasets/taux-de-reponse-a-la-commission-dacces-aux-documents-administratifs/,"Analyse du jeux de données [Avis et conseils de la Cada](https://www.data.gouv.fr/fr/datasets/avis-et-conseils-de-la-cada/) afin de déterminer le taux de réponse à la Cada. Consulter [l'article de blog associé](https://blog.antoine-augusti.fr/2019/11/taux-de-reponse-a-la-commission-dacces-aux-documents-administratifs/) pour bien comprendre le contexte.

## Méthode d'analyse
On s'intéresse au taux de réponse des structures à la Cada. On ne conserve que les avis depuis l'année 2016, pour les structures qui ont fait l'objet d'au moins 10 avis rendus par la Cada.

On détermine qu'une structure n'a pas répondu à la Cada quand on retrouve dans l'avis de la Cada la mention des mots _En l'absence de réponse_.

## Temporalité
Actuellement, le jeu de données va jusqu'à mars 2019. On obtient ainsi des données pour la période janvier 2016 - mars 2019.

## Analyses
Consulter [la feuille de calcul Google](https://docs.google.com/spreadsheets/d/12LSOS67vAXINk5ufp9ZxxtreyRei9Y8jEvukYXadUo4/edit) en complément des données brutes.",
5dceb39c634f416d5593c858,Cadastre minier,http://www.data.gouv.fr/fr/datasets/cadastre-minier/,"Les flux géographiques Camino.beta.gouv.fr exposent les informations administratives et géographiques pour : 
- les titres miniers valides et demandes initiales ou modificatives afférentes publiques et en cours d'instruction. 
- les autorisations d’exploitation en Guyane.

Les données sont publiées au format Geojson. C'est un format ouvert et réutilisable qui permet notamment l’utilisation de ces données par des services tiers ou des logiciels de visualisation ou gestion d’information géographique.

Ces flux sont mis à jour quotidiennement.

Ces flux sont générés via les services de l’API Camino. 

Le code source qui sert à générer les flux est disponible ici : https://github.com/MTES-MCT/camino-flux.

---
Flux géographiques Camino.beta.gouv.fr
---

Support technique

Téléphone : +33 (0)1 40 81 95 86
Email : camino@beta.gouv.fr",Ministère de la Transition écologique et solidaire
5dc42a76634f41222801d281,EM 2019-36 L'accès à la nationalité française au 12 juin 2019,http://www.data.gouv.fr/fr/datasets/em-2019-36-lacces-a-la-nationalite-francaise-au-12-juin-2019/,"En 2018, le flux annuel des acquisitions de la nationalité française, avec 110 014 nouveaux Français, connaît une baisse (– 3,7 %), résultat d’une baisse des acquisitions de la nationalité par décret (– 15,0 %) et d’une hausse des acquisitions de la nationalité par déclaration (+ 12,2 %).",Ministère de l'Intérieur
5dc4286d634f411d4cbfb9f7,"EM 2019-35 Demandes d'asile, publication du 12 juin 2019",http://www.data.gouv.fr/fr/datasets/em-2019-35-demandes-dasile-publication-du-12-juin-2019/,"En 2018, 123 625 demandes ont été enregistrées à l’OFPRA, dont 114 226 premières demandes (mineurs accompagnants inclus) et 9 399 réexamens (dont 293 réouvertures de dossiers). 93 598 décisions, hors mineurs accompagnants, ont été prises, soit une augmentation de 4,8 % par rapport à 2017. L’OFPRA a pris 24 613 décisions d’accord contre 23 958 en 2017.

En 2018, la CNDA a rendu 47 314 décisions, soit une baisse de 1,0 % du nombre de décisions par rapport à 2017.

Au total, le nombre de décisions d’accord d'un statut de protection (réfugié et protection subsidiaire, hors mineurs accompagnants) prises par l'OFPRA et la CNDA s’établit en 2018 à 33 330, en hausse de 4,3 % par rapport au total des décisions positives de 2017.",Ministère de l'Intérieur
5dc423178b4c4146ca45d7ef,Fiches descriptives de bibliothèques,http://www.data.gouv.fr/fr/datasets/fiches-descriptives-de-bibliotheques/,"**Ce jeu de données reprend le contenu du Répertoire du Catalogue collectif de France pour sa partie ""Bibliothèques"".**

### Description du Répertoire des bibliothèques
Plus de 5 000  bibliothèques françaises sont enregistrées dans le Répertoire du CCFr,  parmi lesquelles :
- L’ensemble des bibliothèques municipales des villes de plus de 10 000 habitants,
- L’ensemble des bibliothèques universitaires françaises (mise à jour grâce aux données du Répertoire des centres de ressources du Sudoc),
- Toutes les bibliothèques signalant des collections dans le CCFr.

Mais le Répertoire présente aussi des bibliothèques et centres de documentation de tous types et de toute taille dès lors qu’ils en font la demande.

Chaque enregistrement comprend à la fois des informations pratiques et scientifiques (adresse, horaires, conditions d’accès, adresse web du catalogue et/ou de la bibliothèque, services offerts, description des collections,…) à destination des usagers et des professionnels.

### Le numéro RCR
Chaque bibliothèque est identifiée par son numéro RCR (9 caractères), attribué par l'Agence bibliographique de l'Enseignement supérieur (ABES) et  composé de la façon suivante :
- les deux premiers numéros correspondent au numéro du département,
- les trois numéros suivants correspondent au code INSEE de la commune,
- les deux numéros suivants correspondent au type de bibliothèque,
- les deux derniers forment un numéro séquentiel.

Le numéro RCR est largement utilisé au sein du CCFr, pour la localisation des fonds ou des documents décrits dans la Base Patrimoine, dans le Catalogue général des manuscrits (CGM) ou dans le Répertoire des manuscrits littéraires français du XXème siècle (Palme).",Bibliothèque nationale de France
5dc42155634f4104163b8844,EM 2019-34 Les éloignements 2018 au 12 juin 2019,http://www.data.gouv.fr/fr/datasets/em-2019-34-les-eloignements-2018-au-12-juin-2019/,"Le décompte des éloignements d’étrangers en situation irrégulière fait l’objet d’une ventilation selon trois types d’éloignements reflétant des modalités différentes de prise en charge de l’immigration irrégulière :

1. Les éloignements forcés, caractérisés par la prise d’une décision d’éloignement et sa mise en œuvre par la contrainte, qui regroupent les catégories suivantes :
   - Retours de ressortissants de pays tiers hors Union européenne ;
   - Réadmissions de ressortissants de pays tiers vers l’Union européenne ;
   - Renvois de ressortissants de l’Union européenne dans leur pays.

2. Les éloignements aidés, caractérisés par la mise en œuvre d’une mesure d’éloignement sans contrainte, grâce à une aide au retour.

3. Les éloignements spontanés, sans contrainte et sans aide, après une mesure d’éloignement, dont la comptabilisation est nécessairement partielle.

Par ailleurs, des étrangers en situation irrégulière peuvent décider de quitter le territoire sans avoir fait l’objet d’une mesure d’éloignement, tout en ayant recours à une aide. Ce sont alors des départs volontaires aidés.

Enfin, à partir du 1er juillet 2014, lorsqu’un étranger en situation irrégulière se présente à la frontière, alors qu’il n’a pas été l’objet d’une décision d’éloignement préalable, sa sortie du territoire est prise en compte en tant que « départ spontané »[**1**].

________________________________________
[**1**] Jusqu’au 1er juillet 2014, lorsqu’un étranger en situation irrégulière se présentait à la frontière, alors qu’il n’avait pas été l’objet d’une décision d’éloignement préalable, une telle décision d’éloignement pouvait être prise à son encontre à la frontière ; sa sortie du territoire entrait alors dans la catégorie des éloignements spontanés.
",Ministère de l'Intérieur
